КодКлиента|Цена|ЦенаДоСкидки|ДРегСкидка|ДДнСкидки
87211272|431||||
880002615|534||||
60033826|366||||
90000867|482||||
880003513|432||||
56115|560||||
330234866|482||||
440066644|560||||
440191965|482||||
440130368|368||||
1504304|361||||
36118269|534||||
690002331|364||||
90013833|560||||
250000035|482||||
55119574|482||||
100324815|482||||
690021559|482||||
140085991|435||||
330296458|560||||
9211615|366||||
22450858|560||||
1358613|560||||
160164083|362||||
36151944|560||||
330209643|482||||
160235019|560||||
160273332|560||||
140032581|368||||
90061214|431||||
440192841|560||||
59133|534||||
87264241|560||||
60013784|431||||
690016055|560||||
22230131|535||||
70014699|98||||
820249181|431||||
9111764|361||||
440092572|361||||
60008752|482||||
1129114|534||||
820235066|560||||
60048268|482||||
69953773|560||||
9151268|535||||
22464505|560||||
440193043|560||||
470053557|365||||
60080362|482||||
330168352|534||||
1349468|560||||
440088187|361||||
260007160|482||||
330240124|560||||
160382353|482||||
440167784|482||||
1188441|560||||
1458727|560||||
160175189|560||||
70007504|431||||
440189672|434||||
36193073|560||||
180000549|361||||
36136213|434||||
36119221|434||||
70012150|366||||
820361543|482||||
440167111|431||||
440113942|560||||
90007399|560||||
440137111|482||||
90126371|438||||
470043220|560||||
60010209|366||||
180008524|431||||
23002663|535||||
55117163|482||||
90127391|482||||
470004848|482||||
820070531|560||||
160277348|432||||
60179331|366||||
140014776|361||||
690005763|560||||
820367583|482||||
87190308|98||||
1186909|431||||
820258159|482||||
1382082|535||||
440127695|482||||
330136273|482||||
320000464|534||||
440107416|482||||
9155695|482||||
470027417|368||||
36123543|560||||
170017583|368||||
160218265|482||||
160364703|368||||
87252457|560||||
330147014|361||||
130003199|534||||
22991733|366||||
70004679|362||||
820104296|560||||
69996965|362||||
55118179|361||||
1523302|560||||
1206519|361||||
640001924|432||||
100304914|458||||
87236837|434||||
160302265|560||||
1450539|362||||
820047805|482||||
1451868|482||||
170019751|482||||
690011173|365||||
820078776|482||||
330151146|560||||
22445358|437||||
440193464|482||||
22991280|535||||
820102762|368||||
440004542|560||||
440076558|56||||
90127798|560||||
60041876|431||||
160179767|362||||
330219985|436||||
160118803|435||||
160129910|365||||
36124306|534||||
700000800|364||||
36186379|560||||
420000572|560||||
22002635|366||||
440011555|361||||
22446323|560||||
440021574|361||||
81137946|361||||
70013607|482||||
160307130|560||||
90124568|482||||
350000631|368||||
70002978|432||||
140020458|534||||
160298406|361||||
650002238|535||||
280000016|534||||
160252463|482||||
160110880|455||||
160240610|362||||
240001350|368||||
1534487|560||||
90024198|431||||
90109943|560||||
400000988|432||||
60183892|391||||
820035832|560||||
160097997|560||||
640001552|361||||
87244980|366||||
330262317|560||||
130007528|560||||
9130174|560||||
1483868|482||||
440193718|482||||
36144908|368||||
60076744|368||||
36137340|98||||
690010286|365||||
1610907|98||||
1190684|361||||
36142941|432||||
160098479|534||||
330300484|534||||
160011305|535||||
90128025|560||||
180007819|361||||
820053877|535||||
90076173|560||||
60082576|560||||
90079650|482||||
820001465|436||||
70010271|535||||
60040940|560||||
87241259|361||||
1641083|535||||
190010744|431||||
330164445|431||||
1426065|361||||
90011181|362||||
820181511|482||||
87178735|560||||
160074780|391||||
820334205|560||||
470012055|535||||
440037750|361||||
330208442|534||||
90128068|560||||
60143860|560||||
60193048|361||||
60017328|361||||
330262326|431||||
115193|361||||
690051520|535||||
690010188|362||||
22235252|535||||
820125254|560||||
330114810|534||||
470002728|534||||
9144585|535||||
330126467|436||||
160085654|361||||
330013986|560||||
1505294|368||||
23037446|365||||
61111120|482||||
470005487|560||||
330311702|436||||
90128655|482||||
1410417|535||||
1442224|361||||
60021078|435||||
1524791|560||||
130002519|482||||
87255034|368||||
160328893|560||||
90004875|535||||
470005962|534||||
10001020|534||||
1593876|436||||
90128674|560||||
90114454|560||||
330184891|560||||
440026644|361||||
160347062|535||||
440082511|534||||
160199285|560||||
330051770|458||||
160053015|368||||
440194382|560||||
87170792|361||||
440194298|482||||
440181420|431||||
160206432|560||||
440194317|482||||
690022198|535||||
9128526|535||||
90010965|535||||
170013562|361||||
60043137|482||||
160044763|560||||
90015585|560||||
140029335|431||||
820192796|482||||
1367495|560||||
1506622|98||||
820018079|534||||
330291084|361||||
9081247|361||||
280000313|560||||
87260935|560||||
440037779|560||||
87205606|535||||
9183603|560||||
820076093|482||||
680000031|534||||
330206840|482||||
160304434|391||||
160246069|431||||
1197534|98||||
190002725|434||||
690040629|431||||
60024857|361||||
321000200|560||||
160003472|534||||
36105449|365||||
23019257|364||||
820184460|391||||
60217148|361||||
140009177|560||||
9027317|482||||
140065818|560||||
440038844|482||||
1479924|431||||
90017268|98||||
160353906|534||||
90005942|560||||
1497552|560||||
60137401|534||||
640000777|482||||
440103161|560||||
440112403|482||||
87244427|534||||
36201061|560||||
30005085|361||||
100135793|560||||
90128728|560||||
160069642|431||||
820038299|560||||
55038189|482||||
87194028|482||||
90051167|534||||
121822|560||||
330049248|560||||
130004890|432||||
330024467|482||||
820011251|560||||
470008383|560||||
60048245|535||||
1209455|560||||
440038779|560||||
360001956|560||||
100375896|560||||
9129794|482||||
87251096|560||||
90129371|560||||
160128397|560||||
170008527|560||||
330077470|368||||
90012710|535||||
60039|365||||
330292193|482||||
55018954|560||||
1591702|560||||
60053783|535||||
330020483|535||||
330314367|535||||
1500133|361||||
160274069|560||||
36106069|361||||
380002575|361||||
36122691|431||||
160047453|456||||
390000812|560||||
36191634|482||||
140020595|362||||
767778293|361||||
160122544|560||||
1437153|98||||
440154395|434||||
820008226|482||||
330176417|368||||
820029592|431||||
330091104|361||||
87173751|361||||
690045163|560||||
470028229|560||||
470009674|560||||
330061341|534||||
81203990|432||||
60040583|361||||
330294122|361||||
440195199|482||||
81141188|482||||
330165883|482||||
55110127|482||||
9196923|482||||
160148107|482||||
440188126|391||||
330206334|560||||
90129725|560||||
330210389|560||||
160292276|482||||
87244898|534||||
87156385|98||||
90129810|482||||
470063480|482||||
190010978|361||||
470074065|361||||
23028057|361||||
1349143|560||||
60016207|482||||
36165256|436||||
440193689|560||||
690025385|535||||
1597360|534||||
440195447|482||||
90076510|560||||
820370458|482||||
70016498|432||||
1460125|560||||
440146011|560||||
140009023|535||||
440000161|560||||
81118634|535||||
81135520|362||||
330201565|560||||
9155312|560||||
160283547|560||||
87167785|560||||
90129954|560||||
90015996|560||||
180007036|362||||
820244219|482||||
440055073|431||||
380000648|364||||
90066405|534||||
90067491|482||||
87177000|365||||
81128905|560||||
160027880|560||||
55057137|534||||
55049610|534||||
60006428|560||||
36103285|361||||
55010857|482||||
820371789|482||||
820178475|560||||
87256386|560||||
23015762|535||||
60178444|560||||
70009624|364||||
330260595|98||||
440179733|362||||
36172692|482||||
5731|535||||
87263127|560||||
180008994|560||||
9110758|361||||
330245921|482||||
820225115|560||||
90130273|482||||
61226645|432||||
440116467|482||||
87257303|361||||
440189825|560||||
55110349|560||||
22226059|482||||
60020026|534||||
130005404|432||||
100020345|534||||
330121288|361||||
820082499|482||||
820118336|534||||
87246831|560||||
60016022|361||||
1494909|98||||
440195846|482||||
300003008|432||||
100020112|431||||
36110385|434||||
100094078|434||||
36193171|361||||
90130351|560||||
1453603|368||||
36189034|535||||
330130444|391||||
690002101|560||||
440179162|560||||
1210530|434||||
160092635|560||||
60039432|364||||
690005944|560||||
1352590|534||||
140018807|431||||
60044149|482||||
90000630|391||||
90127657|560||||
36111710|361||||
58982|560||||
470009768|560||||
330207820|534||||
330232905|560||||
90122457|560||||
690001033|364||||
160201134|366||||
22463547|560||||
1571337|560||||
87222906|560||||
36115355|391||||
180004656|560||||
60170685|361||||
87262380|560||||
60173303|534||||
130018203|368||||
160113744|361||||
140014260|365||||
1463216|534||||
100181045|560||||
330276924|365||||
330195973|482||||
610001871|434||||
87164946|560||||
160212535|98||||
55043362|482||||
440039289|560||||
130002322|368||||
440175341|482||||
60027972|560||||
90107522|482||||
100329067|560||||
36184034|535||||
440053690|482||||
90126109|361||||
690037727|560||||
1610718|368||||
1475244|368||||
160038201|366||||
36116364|368||||
36103142|368||||
36106024|368||||
36165975|534||||
36152709|365||||
700000063|434||||
30011784|458||||
1507838|368||||
330131557|368||||
330241692|368||||
36124113|368||||
820133343|98||||
30013269|368||||
36156505|368||||
55066106|368||||
440134563|534||||
160153018|534||||
36125158|361||||
690012410|482||||
87169433|361||||
330034765|432||||
87250754|534||||
440196566|482||||
820053482|432||||
160101640|438||||
820001970|366||||
330106861|431||||
330129768|534||||
820026973|560||||
160136883|368||||
440196605|560||||
160136410|535||||
330201187|364||||
81126367|435||||
81117912|560||||
87217530|534||||
330258583|362||||
820223975|482||||
60090697|368||||
820152817|482||||
330209328|364||||
160290686|391||||
790000211|534||||
720000658|560||||
1565515|482||||
440196706|482||||
330297876|98||||
880000363|534||||
470056984|361||||
440025388|368||||
40002787|361||||
140039800|560||||
820193480|482||||
330289389|482||||
330064621|482||||
440196064|482||||
160385855|560||||
87259241|482||||
90004194|482||||
330009000|482||||
160115712|482||||
9126129|535||||
1452788|560||||
330191501|438||||
9118142|368||||
440089709|368||||
310001053|560||||
9111150|560||||
60001055|432||||
22446153|432||||
87179886|361||||
8202|432||||
90131568|482||||
130000999|361||||
81136032|560||||
60125597|535||||
330012933|560||||
1372427|560||||
1396872|391||||
330173656|560||||
440109020|361||||
22440955|361||||
36169439|534||||
440066424|361||||
440196983|368||||
690050399|362||||
36118336|560||||
190010753|560||||
1425870|361||||
170001448|98||||
440037075|534||||
55100318|534||||
1377146|560||||
1547925|361||||
160052479|534||||
87175175|368||||
820099887|368||||
36173113|482||||
160197122|560||||
380003003|98||||
22235009|98||||
820156786|482||||
820080817|560||||
60091121|432||||
160197776|434||||
360003351|456||||
55102443|534||||
22240212|98||||
300004758|366||||
60115500|368||||
60151413|368||||
820373082|482||||
820373255|482||||
80000699|362||||
820374491|391||||
820375044|391||||
87260525|362||||
820375270|482||||
400000867|560||||
160041863|560||||
440177524|560||||
330249725|362||||
36152811|482||||
360002299|535||||
360002079|535||||
330286302|534||||
440197152|560||||
330169361|534||||
22447659|535||||
330186199|98||||
160293892|535||||
60044410|361||||
87171297|361||||
90132019|482||||
90132021|482||||
740000514|98||||
36120714|535||||
81202477|362||||
440191851|482||||
60154550|560||||
820204768|368||||
87160094|535||||
55047646|368||||
440058964|482||||
160343114|560||||
690033930|482||||
90015322|560||||
440197353|560||||
36113975|98||||
1357550|361||||
160086777|98||||
160005801|560||||
330020469|534||||
70013401|560||||
640002476|534||||
380000763|534||||
1365429|362||||
90132206|482||||
820143532|482||||
920000468|560||||
330209761|560||||
36176686|560||||
820001608|361||||
160098895|482||||
60017049|362||||
1527221|560||||
9177406|560||||
87174799|535||||
630001940|535||||
820016030|560||||
160253329|534||||
90039321|98||||
440197323|482||||
160386640|534||||
100349634|482||||
70012074|432||||
55060218|560||||
300000724|534||||
87186522|560||||
820052804|431||||
160121034|560||||
320000294|560||||
600001698|482||||
440197564|482||||
310000501|560||||
440195452|482||||
87265329|534||||
22448851|361||||
160233590|535||||
330226973|560||||
330205655|368||||
440197612|482||||
330175637|364||||
820375812|391||||
820375926|391||||
850000199|432||||
470052274|434||||
130015125|368||||
820207722|560||||
87262417|365||||
9194593|368||||
90005496|362||||
160023200|560||||
36195873|560||||
160119924|560||||
1520312|560||||
380002448|364||||
820033237|534||||
160230556|560||||
70004438|361||||
36119884|560||||
470007377|535||||
140076126|535||||
690002454|366||||
170012894|482||||
360001285|362||||
440176781|438||||
440127692|560||||
36129664|366||||
1466077|534||||
87183172|361||||
440197650|482||||
160138043|560||||
22229183|431||||
60197141|560||||
60181972|361||||
180007410|482||||
9180432|431||||
60186919|366||||
9201787|482||||
820291174|534||||
440108382|560||||
690028881|560||||
87207058|368||||
100137281|560||||
690024616|431||||
160089996|431||||
440184182|361||||
36184865|560||||
22465137|361||||
55029376|368||||
180001768|482||||
160323547|482||||
160306188|368||||
81127787|560||||
1548106|482||||
330267687|560||||
1220536|431||||
1572543|361||||
440197989|391||||
60221433|482||||
116528|560||||
60145705|560||||
55103544|482||||
330067407|482||||
1420181|560||||
23016256|361||||
440198057|560||||
440198058|482||||
60018719|560||||
23019023|368||||
440178955|482||||
130006841|361||||
330296366|534||||
440127206|436||||
23007926|560||||
440196947|368||||
87187256|362||||
690022235|560||||
690023310|482||||
90133122|482||||
90055709|482||||
36110351|368||||
440151052|560||||
820027769|482||||
160310003|361||||
90013150|482||||
160035611|534||||
770000083|432||||
190011717|560||||
330302578|361||||
1421334|560||||
9112739|534||||
87173242|361||||
330066191|560||||
90132399|482||||
36174808|560||||
90056616|482||||
340001858|368||||
1382767|482||||
340000236|361||||
140016674|482||||
55117958|431||||
160082814|560||||
1358485|482||||
330208558|431||||
470000198|560||||
22441369|362||||
300003359|482||||
160254176|482||||
130008973|361||||
470044396|365||||
680000046|560||||
440093134|535||||
160202326|560||||
160337152|560||||
820368658|560||||
36124402|560||||
1306734|560||||
23009663|560||||
160053380|362||||
330252188|534||||
160248838|482||||
440198427|482||||
60204745|368||||
440198444|482||||
87254184|560||||
87210872|560||||
30004865|482||||
820125775|482||||
330075010|560||||
1442061|362||||
440102235|560||||
690005896|362||||
300002136|362||||
240000626|434||||
1539912|560||||
470055558|361||||
1581609|535||||
1407768|560||||
330201775|98||||
260001435|98||||
20000351|365||||
1533106|560||||
100256895|366||||
1359322|361||||
440140324|482||||
370001692|535||||
140053313|368||||
60132904|560||||
78185|361||||
1543332|451||||
