IDprocess|Date|Mark|Clicode|Reason1|Reason1More
2687058|2023-08-31 14:23:46|5|90026983|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
2687183|2023-08-31 15:02:12|2|140041031|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2687399|2023-08-31 15:47:27|5|440019302|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
2687462|2023-08-31 16:05:20|5|330025399|Организация сервиса при доставке|Срыв сроков доставки
2687488|2023-08-31 16:12:29|1|78096|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
2687540|2023-08-31 16:31:45|1|90120635|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
2687724|2023-08-31 17:19:49|4|100291756|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
2687758|2023-08-31 17:28:51|1|1488363|Организация сервиса при самовывозе|Скорость обслуживания
2688067|2023-09-01 06:57:35|4|160278093|Организация сервиса при доставке|Срыв сроков доставки
2689216|2023-09-01 12:27:14|5|100261227|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
2689791|2023-09-01 14:57:16|5|440013425|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
2689855|2023-09-01 15:10:29|3|9185433|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2690094|2023-09-01 16:21:38|5|1314435|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
2690499|2023-09-02 09:48:17|5|1352764|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
2690508|2023-09-02 10:17:22|1|820227775|Организация сервиса при самовывозе|Скорость обслуживания
2690545|2023-09-02 11:28:09|5|100375968|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
2690763|2023-09-02 22:42:09|5|9027470|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2690798|2023-09-03 07:48:02|5|90115667|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2690984|2023-09-03 16:22:12|5|440196486|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2691948|2023-09-04 09:58:13|5|300005732|Комплектация заказа|Пересорт, некомплект
2692266|2023-09-04 10:46:48|5|330081709|Работа персонала ЭТМ|Непрофессионализм, некомпетентность менеджера
2692924|2023-09-04 12:34:45|3|60173726|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
